,0
-0.8023289222609992,-0.3264005618413967
0.1990028993904809,-0.3641766617429613
-1.0574210593357107,-0.8678579937638228
-0.1665022522389566,0.5887884184405087
-0.5738882024926006,-0.5152810613492198
0.9604719652851426,-0.4649129281471336
0.3303563132573101,1.1342753010191018
1.131802505111441,0.3032011031846802
-0.0941626909789638,-0.1375200623335736
0.8481552780656799,0.4291214361898955
0.8005634614472636,0.6242979523479794
-1.276343415780426,-1.220434926178426
-0.1626949069094833,-0.1375200623335736
-1.2306552718267465,-1.2015468762276436
0.2161359533731108,1.1216832677185802
-0.2312271228400029,-0.1690001455848774
-0.0408598563663374,-0.0430798125796621
0.0371907228878653,-0.7801670738589909
0.3551040578988865,2.3468125556595227
0.9871233825914556,0.4857855860422425
-0.9051272461567784,-0.5946108711425054
-0.9317786634630916,-0.427136828245569
0.0923972301652283,-0.0808559124812267
-1.14879734724307,-1.2645070427302512
0.3037048959509969,0.0009923039721632
-1.2401736351504296,-0.8300818938622582
1.3792799515272065,-0.4780967870127797
-0.15888756158001,-0.616017327753392
3.195383673685974,2.2436334347950493
-0.7242783430067963,-0.3264005618413967
-1.017443933376241,-0.4743569531225248
-0.6785901990531166,-0.2886244619398321
0.7853340801293703,0.4857855860422425
0.5226272523957122,0.1520967035784217
-0.3778099180247252,-1.7744843914013737
0.0847825395062816,0.252832969982594
0.138085374118908,-0.5853935027665237
-0.726182015671533,-0.5782412278518274
1.5315737647061387,-0.1501120956340951
0.3836591478699364,-0.5152810613492198
2.4643733704271,1.5246283333352693
0.5797374323378117,0.0387684038737278
0.3512967125694132,-0.1941842121859205
-0.9051272461567784,-1.1763628096266006
-0.7337967063304796,-0.7671217273596506
0.0809751941768083,-0.5152810613492198
0.2846681693036303,0.3151635348201757
0.0181539962404987,-0.0493758292299228
-0.7318930336657429,-1.1515439119912725
-0.8175583035788924,-0.2640699970038151
-0.7566407783073195,-0.1249280290330521
0.8614809867188365,-0.1123359957325305
0.7472606268346373,0.2767578332535849
0.2675351153210005,0.4291214361898955
-0.5548514758452341,-0.347341113220164
1.101343742475655,1.0335390346149294
0.6787284109041177,1.0146509846641472
0.5968704863204416,0.7061461688013694
-1.3562976676993654,-1.1826588262768614
-1.0802651313125506,-0.7797137606601721
-0.3835209360189352,0.6180019356977187
0.1342780287894346,0.0009923039721632
0.4255399464941428,-0.1060399790822698
-1.7122844560051198,-1.157474759675818
0.4045995471820395,0.334681186435984
2.015106621549249,1.1972354675217094
1.0366188718746088,0.416529402889374
-1.2896691244335825,-0.6412013943544351
0.5911594683262317,-0.3264005618413967
-0.109392072296857,-1.0504424766213851
2.0836388374797683,1.5432267665201396
-0.2159977415221096,0.1672197355723481
-0.874668483520992,-0.4900969947481767
1.299325699608267,0.8698426017081494
0.6254255762914914,0.5298577025940678
-0.3359291194005189,-0.0115997293283582
0.9223985119904096,1.5737372632073034
-0.0294378203779175,-0.0884111324615396
0.5150125617367655,0.604780300732171
-1.2401736351504296,-0.8168602588967105
1.5391884553650854,2.066085765257696
-0.2331307955047395,-0.5719452112015667
0.4788427811067691,0.7313302354024125
-0.1493691982563267,-0.1627041289346167
-0.4539568246141914,-0.1752961622351382
-0.9774668074167712,-0.4082487782947867
1.1279951597819682,0.6809621022003263
0.5321456157193953,-0.6223133444036528
-0.0808369823258072,-0.4775049614476551
-0.8404023755557322,-0.345288611792179
0.3817554752051997,0.1269126369773786
1.5696472180008718,1.0776111511667548
-0.516778022550501,-0.3893607283440043
0.2484983886736339,0.8559913650775757
-1.0574210593357107,-0.6537934276549566
1.689578595879281,0.7993272152252288
0.5416639790430786,1.6568446829907455
-0.2540711948168427,-0.4145447949450475
-1.270632397786216,-0.5026890280486982
